component,s,branch_id,x,y,residual,det_hessian,jacobi,max_real_eigenvalue
Case1-arc,0.3129991155279827,6,-0.32427096146015366,0.2909332691942479,1.3322676295501878e-15,43.335870573151674,10.963719071553768,2.422538874916175
Case1-arc,0.3129991155279827,7,-0.16085297992014397,0.3270913325630834,9.238896857051836e-16,-109.69245476232595,11.009094309751417,4.314238571474934
Case1-arc,0.3129991155279827,5,0.9290312219704681,-0.7616228303126337,1.5700924586837752e-16,0.7362265529650769,5.608929166043384,0.36258452931323815
Case1-arc,0.3303879553614873,1,-1.62332139991638,1.600196496789586,2.220446049250313e-16,-5.581082031499683,10.846501993569227,1.5774318814624206
Case1-arc,0.3303879553614873,2,-0.980553706157898,0.5149530896657081,1.1430445635548515e-15,-375.62442572190304,12.920842707778561,5.307308173098908
Case1-arc,0.3303879553614873,3,-0.5056839576215827,0.9250352489574887,8.08254562088053e-16,-363.2949989804309,12.789605871314498,5.277686773957349
Case1-arc,0.3303879553614873,4,-0.42301758690017605,0.07130929551021453,1.7554167342883506e-16,-202.98829453439137,11.705327849081558,4.801244789714341
Case1-arc,0.3303879553614873,6,-0.34485471555119585,0.30838444647126484,1.0235750533041806e-15,50.48603863357563,11.549524671629385,2.493906344202585
Case1-arc,0.3303879553614873,7,-0.14936130295188624,0.34164368337934664,1.4946834900704541e-16,-151.4964569107293,11.629022655503755,4.582248681338159
Case1-arc,0.3303879553614873,5,0.9601385073846965,-0.7767861904658337,1.5700924586837752e-16,0.7080194517815317,5.840931841904244,0.3543935809069094
Case1-arc,0.34777679522203797,1,-1.6233588938182593,1.5924568237118415,3.1401849173675503e-16,-5.052289225120502,10.958859138586583,1.5297145405674355
Case1-arc,0.34777679522203797,2,-0.9677376502018803,0.5129816330587466,1.4130832128153975e-15,-417.2166234021903,13.429937867593683,5.463787568206024
Case1-arc,0.34777679522203797,3,-0.5047165795832125,0.9127804369624037,1.5582722720639762e-15,-401.56046078925334,13.299284292465234,5.428248779484297
Case1-arc,0.34777679522203797,4,-0.4365197209276773,0.06578645676957234,4.335559509131367e-16,-251.29256174703787,12.373955504642073,5.0278857404832635
Case1-arc,0.34777679522203797,6,-0.36579555542083597,0.32797795713497957,6.280369834735101e-16,55.89435440808628,12.163682931438988,2.5503156130251465
Case1-arc,0.34777679522203797,7,-0.1395745052771443,0.355125243004583,3.002224531865041e-16,-199.7289235702857,12.288475877805057,4.841429542320275
Case1-arc,0.34777679522203797,5,0.9922229831585178,-0.7917703637028182,0.0,0.6802902334485157,6.08464518972912,0.34582893033498474
Case1-arc,0.3651656351178129,1,-1.6246915339712733,1.5849121851578323,0.0,-4.549356979159171,11.084598394291621,1.4806627607489662
Case1-arc,0.3651656351178129,2,-0.9548456837763504,0.5106387444248797,8.005932084973442e-16,-462.41524478516055,13.971830531264724,5.623011788369134
Case1-arc,0.3651656351178129,3,-0.5033833723326663,0.900370793111876,1.2994827337208943e-15,-442.8846665318166,13.841565365243405,5.581362421747243
Case1-arc,0.3651656351178129,4,-0.4494027002852811,0.06069943733905008,2.306595211858756e-16,-308.1715295395423,13.085344500127972,5.259749600983115
Case1-arc,0.3651656351178129,6,-0.38765676302270624,0.3497376190785141,1.0235750533041806e-15,59.483014430371945,12.807251006644664,2.5946672832787065
Case1-arc,0.3651656351178129,7,-0.13099470624235726,0.36783387306540755,7.850462293418876e-17,-255.8455536479815,12.990182092325423,5.097577055853093
Case1-arc,0.3651656351178129,5,1.025363597351583,-0.806523817689985,1.1102230246251565e-16,0.6530364732628362,6.340767634605352,0.33687003574355556
Case1-arc,0.38255447506000717,1,-1.6274916132457893,1.5775015174061757,3.1401849173675503e-16,-4.0734874873010805,11.224512268836342,1.430285621951873
Case1-arc,0.38255447506000717,2,-0.9418411754060617,0.507927650163121,2.132668787380004e-15,-511.12689860101443,14.548991137149084,5.784431534055767
