component,s,c1,c2,rho0,rho1,rho2,psi_residual
Case2-loop,0.6786034752957929,0.49981578876615607,-0.7010950153698312,1.1690522592184631,1.6365923458301341,1.7513016013176514,0.0
Case2-loop,0.6875314634983788,0.49471955127367123,-0.6924905744759111,1.1060009780364137,1.6867412146535596,1.7974672309565458,4.440892098500626e-16
Case2-loop,0.6964593741605952,0.4894817033047933,-0.6839716983069648,1.0473244514829452,1.7387565688199154,1.8457994244890557,4.440892098500626e-16
Case2-loop,0.7053872256741148,0.4841193658255495,-0.6755307081886416,0.9925211361656041,1.7927509929070853,1.8963754921856546,1.3322676295501878e-15
Case2-loop,0.7143150317647551,0.47864710106399705,-0.6671606258595482,0.941155611030934,1.848844104642624,1.9492842401027402,-4.440892098500626e-16
Case2-loop,0.7232428027292717,0.47307734685767927,-0.6588551450802493,0.8928490198906086,1.907162974690349,2.0046257337276745,0.0
Case2-loop,0.7321705463381732,0.4674207728846259,-0.6506085863469199,0.8472708276496738,1.9678426779148517,2.062511280183555,-1.7763568394002505e-15
Case2-loop,0.7410982684934125,0.4616865723366943,-0.64241584422278,0.8041317832541635,2.03102695680709,2.1230636030969903,-4.440892098500626e-16
Case2-loop,0.7500259737075397,0.4558827008288461,-0.6342723329756338,0.7631779488523165,2.0968689868921464,2.1864171907798493,-8.881784197001252e-16
Case2-loop,0.7589536654544408,0.4500160724374103,-0.626173933780189,0.724185649512739,2.1655322406503674,2.2527188045347013,-1.7763568394002505e-15
Case2-loop,0.7678813464260398,0.4440927209962927,-0.618116945228428,0.6869572066401071,2.237191451491509,2.3221281393682394,2.6645352591003757e-15
Case2-loop,0.7768090187223584,0.4381179332468581,-0.6100980379575096,0.6513173329040172,2.3120336832680346,2.3948186342530082,-8.881784197001252e-16
Case2-loop,0.7857366839921652,0.43209635916016786,-0.6021142136497161,0.6171100828217175,2.3902595140401637,2.470978433351915,-1.7763568394002505e-15
Case2-loop,0.7946643435381128,0.42603210370393224,-0.5941627683350406,0.5841962689131772,2.4720843456996393,2.5508115035405208,1.7763568394002505e-15
Case2-loop,0.8035919983955813,0.4199288034841757,-0.5862412597523943,0.5524512676354387,2.557739853793714,2.634538917229664,-8.881784197001252e-16
Case2-loop,0.8125196493924095,0.4137896910162353,-0.5783474784395061,0.5217631517569176,2.6474755946756643,2.722400313087311,-4.440892098500626e-16
Case2-loop,0.8214472971941729,0.407617648841755,-0.570479422191042,0.49203109645159854,2.7415607900627803,2.8146555509001123,1.3322676295501878e-15
Case2-loop,0.8303749423388909,0.4014152552792172,-0.5626352735244414,0.4631640153103378,2.840286312354884,2.9115865806557437,-1.7763568394002505e-15
Case2-loop,0.8393025852638434,0.3951848232541485,-0.5548133798111985,0.4350793899005945,2.9439668977573805,3.0134995500812956,-2.6645352591003757e-15
Case2-loop,0.8482302263260363,0.3889284333830577,-0.5470122357585031,0.4077022626644317,3.0529436184885883,3.1207271794786577,1.7763568394002505e-15
Case2-loop,0.8571578658184285,0.38264796226668524,-0.5392304679555477,0.38096436802688577,3.167586650286484,3.2336314379218223,-1.7763568394002505e-15
Case2-loop,0.8660855039825903,0.37634510677442057,-0.531466821230535,0.35480338078581714,3.2882983771748266,3.35260656084421,-1.3322676295501878e-15
Case2-loop,0.8750131410185004,0.3700214049612846,-0.5237201465936226,0.32916226431470985,3.415516882219005,3.4780824559700725,-4.440892098500626e-16
Case2-loop,0.8839407770923963,0.363678254145499,-0.5159893905679528,0.30398870396151273,3.5497198809983184,3.6105285526396917,-4.440892098500626e-16
Case2-loop,0.8928684123431692,0.35731692658332975,-0.5082735857358496,0.2792346133884206,3.691429163988691,3.750458159092995,2.220446049250313e-15
Case2-loop,0.9017960468871573,0.3509385831039514,-0.500571842349724,0.25485570354989384,3.8412156253024747,3.898433403526686,4.440892098500626e-16
Case2-loop,0.9107236808222682,0.3445442850056731,-0.4928833408756578,0.23081110562134333,3.9997049686850468,4.055070848141215,-8.881784197001252e-16
Case2-loop,0.9196513142311571,0.33813500446613975,-0.48520732535565664,0.20706304053981392,4.167584197733383,4.221047881356633,-1.3322676295501878e-15
Case2-loop,0.9285789471838538,0.33171163367792816,-0.4775430974887999,0.1835765289353107,4.345609016628056,4.397110012544631,8.881784197001252e-16
Case2-loop,0.9375065797399206,0.32527499288765743,-0.4698900113446667,0.16031913616753551,4.534612290943893,4.584079216678195,1.3322676295501878e-15
Case2-loop,0.94643421195015,0.3188258374890512,-0.46224746863366084,0.1372607479658525,4.735513746255941,4.782863504161823,3.552713678800501e-15
Case2-loop,0.9553618438579785,0.3123648642972775,-0.45461491446840196,0.11437337282642203,4.949331116435314,4.994467924909869,-2.220446049250313e-15
Case2-loop,0.9642894755006897,0.30589271711282834,-0.4469918335588225,0.09163096787208136,5.177192995171,5.220007256909001,-8.881784197001252e-16
Case2-loop,0.9732171069103656,0.29940999166728427,-0.43937774679097424,0.06900928534869086,5.4203536951967255,5.46072067984985,1.3322676295501878e-15
Case2-loop,0.9821447381147084,0.292917240029819,-0.4317722081456926,0.046485737321460434,5.680210482292006,5.717988796258374,4.440892098500626e-16
Case2-loop,0.9910723691376578,0.2864149745421706,-0.42417480191888235,0.02403927647113416,5.958323628341245,5.993353438841956,1.7763568394002505e-15
Case2-loop,1.0,0.27990367134012634,-0.41658514020968157,0.0016502911710922059,6.256439823448515,6.28854079731398,1.3322676295501878e-15
