component,s,branch_id,reliable,x,y,c1,c2,r,jacobi_CJ,max_real,n_centre_pairs,omega1,omega2,ratio
Case1-arc,0.260832596136378,5,True,0.8408574216862349,-0.7154373707264943,-1.0744633569288524,1.0919394474125452,1.104034345044058,4.976862300214899,0.38505554929806185,0,,,
Case1-arc,0.2782214359194132,1,True,-1.629595435906451,1.6249098919890457,-1.0609386629285975,1.0772057224169374,2.3012851717705454,10.582432555050396,1.7125981886521524,1,1.5785675232891907,,
Case1-arc,0.2782214359194132,2,True,-1.0188336251140937,0.5185858236111116,-1.0609386629285975,1.0772057224169374,1.14322054395184,11.56869963797348,4.857710280292382,1,3.3927886353168595,,
Case1-arc,0.2782214359194132,3,True,-0.5063599299529994,0.9611375264280406,-1.0609386629285975,1.0772057224169374,1.0863635318668512,11.434632299042404,4.845493082211881,1,3.3709322300947155,,
Case1-arc,0.2782214359194132,4,True,-0.3772493474735293,0.0911162937153196,-1.0609386629285975,1.0772057224169374,0.3880969584390221,9.92752379142891,4.144785931809381,1,2.389151219666276,,
Case1-arc,0.2782214359194132,6,True,-0.2782380362958908,0.2641523458597027,-1.0609386629285975,1.0772057224169374,0.38365722548256204,9.872539705156877,2.359106355480164,0,,,
Case1-arc,0.2782214359194132,7,True,-0.1947319035473876,0.2917312316483738,-1.0609386629285975,1.0772057224169374,0.35075294122539613,9.87811902715136,3.6858463400876924,1,1.6858428806869912,,
Case1-arc,0.2782214359194132,5,True,0.8694584735302029,-0.730918439809423,-1.0609386629285975,1.0772057224169374,1.1358696240532675,5.177488338631564,0.3779055011386643,0,,,
Case1-arc,0.2956102757154697,1,True,-1.6265593609133862,1.6164046586910612,-1.0474088444377567,1.0624767030448332,2.2931330914740053,10.658979380462627,1.6688638754375709,1,1.5522598397326388,,
Case1-arc,0.2956102757154697,2,True,-1.0060771091292144,0.5177618896586804,-1.0474088444377567,1.0624767030448332,1.1314895155929305,11.992210496326853,5.004041239058375,1,3.478519174852236,,
Case1-arc,0.2956102757154697,3,True,-0.5065095516656887,0.949191978034292,-1.0474088444377567,1.0624767030448332,1.0758797967678493,11.859259258104686,4.98601581482191,1,3.4506287692987496,,
Case1-arc,0.2956102757154697,4,True,-0.3935834201285054,0.083910212808563,-1.0474088444377567,1.0624767030448332,0.4024286674848474,10.484782868038803,4.360251777645068,1,2.5874977014743066,,
Case1-arc,0.2956102757154697,6,True,-0.3029895885025306,0.2758293599921402,-1.0474088444377567,1.0624767030448332,0.409737143269446,10.405151807866622,2.3310871099593666,0,,,
Case1-arc,0.2956102757154697,7,True,-0.1750465237214685,0.3109170169421424,-1.0474088444377567,1.0624767030448332,0.3568062175623781,10.426193735082501,4.026041574403405,1,2.1195923261737097,,
Case1-arc,0.2956102757154697,5,True,0.8988276483268626,-0.7463223407510357,-1.0474088444377567,1.0624767030448332,1.1682842880484627,5.387985225045678,0.37041784235174424,0,,,
Case1-arc,0.3129991155279827,1,True,-1.624430918183735,1.6081710593551883,-1.0338733717107316,1.04775287955598,2.2858236948852464,10.746778405123708,1.6238129935471375,1,1.5252796635610948,,
